right_track,economy_better,pres_approval,vote_intention,vote_2020,consider_trump,not_trump,cand_favorability_trump,cand_favorability_biden,trump_biden,employment,gender,census_region,race_ethnicity,household_income,education,age,state,vote_trump,vote_Biden,is_male
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$125,000 to $149,999",Masters degree,59,GA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Midwest,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",50,IL,0,1,1
0,0,Strongly disapprove,"No, I will not vote but I am eligible",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Permanently disabled,Male,Midwest,White,"Less than $14,999",Other post high school vocational training,60,WI,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",64,FL,1,0,1
1,1,Strongly approve,"Yes, I will vote",I am not sure/don't know,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,West,White,"$175,000 to $199,999",Masters degree,42,CA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,West,Some other race,"$55,000 to $59,999","Completed some college, but no degree",23,CA,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Male,West,Asian (Chinese),"$35,000 to $39,999","College Degree (such as B.A., B.S.)",43,CA,0,1,1
0,0,Not sure,"Yes, I will vote",Someone else,Don't know,Yes,Somewhat favorable,Somewhat favorable,Donald Trump,Full-time employed,Female,Northeast,White,"$150,000 to $174,999",Masters degree,58,NY,1,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Very favorable,Donald Trump,Full-time employed,Male,West,White,"$150,000 to $174,999",Masters degree,41,CA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Female,West,Asian (Japanese),"$95,000 to $99,999","College Degree (such as B.A., B.S.)",57,CA,0,1,0
1,1,Strongly approve,Not sure,Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,Midwest,White,"$30,000 to $34,999",Other post high school vocational training,67,IL,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Self-employed,Male,Northeast,Asian (Filipino),"Less than $14,999","Completed some college, but no degree",20,NY,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat favorable,Joe Biden,Full-time employed,Male,South,Asian (Asian Indian),"$100,000 to $124,999","College Degree (such as B.A., B.S.)",40,GA,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,West,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",42,WA,0,1,0
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,West,White,"$175,000 to $199,999",Doctorate degree,41,CA,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Female,South,White,"Less than $14,999",High school graduate,32,AL,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Homemaker,Female,Northeast,White,"$35,000 to $39,999",Completed some high school,26,NJ,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Permanently disabled,Female,Midwest,"Black, or African American","Less than $14,999",High school graduate,63,OH,0,1,0
0,0,Strongly disapprove,Not sure,I would not vote,Don't know,Don't know,Haven't heard enough,Haven't heard enough,Don't Know,Unemployed or temporarily on layoff,Female,Northeast,Asian (Asian Indian),"Less than $14,999",Completed some high school,28,NJ,0,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,South,White,"$125,000 to $149,999",Other post high school vocational training,71,KY,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Northeast,"Black, or African American","$95,000 to $99,999",Masters degree,43,NJ,0,1,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Midwest,White,"$200,000 to $249,999",Masters degree,42,IL,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,Northeast,White,"$125,000 to $149,999",Completed some high school,18,NY,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Self-employed,Female,Northeast,White,"$55,000 to $59,999",Completed some high school,61,ME,1,0,0
0,0,Somewhat approve,Not sure,Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Homemaker,Female,West,White,"$50,000 to $54,999",High school graduate,24,OR,1,0,0
1,1,Strongly disapprove,"Yes, I will vote",Someone else,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Student,Female,South,"Black, or African American","Less than $14,999","College Degree (such as B.A., B.S.)",27,GA,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very unfavorable,Joe Biden,Retired,Female,South,White,"Less than $14,999","Completed some college, but no degree",75,TN,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"$175,000 to $199,999",Masters degree,29,VA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Permanently disabled,Female,South,White,"$125,000 to $149,999",Masters degree,42,VA,0,1,0
0,0,Somewhat disapprove,"No, I am not eligible to vote",Someone else,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Unemployed or temporarily on layoff,Male,Midwest,White,"Less than $14,999",Completed some high school,31,MO,0,0,1
0,0,Somewhat approve,Not sure,Donald Trump,Don't know,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Homemaker,Female,South,White,"$45,000 to $49,999",Completed some high school,26,AL,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,Northeast,White,"$45,000 to $49,999",Associate Degree,79,NJ,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Someone else,Don't know,Don't know,Somewhat unfavorable,Very unfavorable,Don't Know,Permanently disabled,Female,Midwest,White,"Less than $14,999","College Degree (such as B.A., B.S.)",53,SD,0,0,0
0,0,Strongly disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Very unfavorable,Haven't heard enough,Joe Biden,Retired,Female,Northeast,White,"$45,000 to $49,999",High school graduate,67,NY,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$100,000 to $124,999","Completed some graduate, but no degree",65,CT,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Don't know,Haven't heard enough,Haven't heard enough,Don't Know,Retired,Female,Midwest,White,"$30,000 to $34,999",Other post high school vocational training,70,WI,0,0,0
1,1,Strongly approve,"Yes, I will vote",Joe Biden,Yes,Yes,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Male,Northeast,"Black, or African American","$25,000 to $29,999",High school graduate,41,NJ,0,1,1
1,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Haven't heard enough,Joe Biden,Unemployed or temporarily on layoff,Male,Midwest,White,NA,"Completed some college, but no degree",23,IA,0,1,1
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$25,000 to $29,999",High school graduate,62,PA,0,0,0
0,0,Somewhat disapprove,Not sure,I would not vote,No,Not Asked,Very unfavorable,Somewhat unfavorable,NA,Part-time employed,Female,Northeast,"Black, or African American","$45,000 to $49,999",Masters degree,29,PA,NA,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Male,West,Asian (Chinese),NA,"College Degree (such as B.A., B.S.)",52,HI,1,0,1
1,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Female,Midwest,"Black, or African American","$95,000 to $99,999",Doctorate degree,72,WI,0,1,0
0,1,Somewhat disapprove,Not sure,I would not vote,Don't know,No,Somewhat favorable,Very favorable,Don't Know,Full-time employed,Male,South,"Black, or African American","$60,000 to $64,999",Completed some high school,42,GA,0,0,1
0,0,Strongly approve,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Very unfavorable,Very unfavorable,Donald Trump,Self-employed,Male,South,White,"$250,000 and above",Doctorate degree,25,TX,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$90,000 to $94,999",Associate Degree,48,IA,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat unfavorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",48,AR,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$250,000 and above",High school graduate,18,FL,1,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,White,"$30,000 to $34,999","Completed some college, but no degree",68,AR,1,0,0
1,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Northeast,"Black, or African American","$150,000 to $174,999",Masters degree,47,NJ,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,West,White,"$50,000 to $54,999",Doctorate degree,67,CA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Student,Male,South,Some other race,"$45,000 to $49,999",Completed some high school,18,GA,0,1,1
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,Don't know,Don't know,Somewhat favorable,Haven't heard enough,Donald Trump,Full-time employed,Female,South,White,"$40,000 to $44,999",Completed some high school,28,AL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,West,White,"$30,000 to $34,999",Other post high school vocational training,68,CA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Self-employed,Male,Northeast,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",57,NJ,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Male,Northeast,White,"$250,000 and above",Masters degree,58,PA,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Female,Midwest,White,"$25,000 to $29,999",Associate Degree,67,ND,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,Northeast,White,"$40,000 to $44,999",High school graduate,79,PA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Male,South,White,NA,"College Degree (such as B.A., B.S.)",49,TX,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$55,000 to $59,999",Masters degree,48,GA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,South,White,"$60,000 to $64,999",Masters degree,62,MD,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",55,VA,0,1,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Haven't heard enough,Very favorable,Donald Trump,Full-time employed,Male,Midwest,White,"$175,000 to $199,999",Masters degree,40,IL,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Self-employed,Female,South,White,"$35,000 to $39,999",Completed some high school,25,TN,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$95,000 to $99,999",Associate Degree,69,NJ,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,South,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",38,TX,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Somewhat unfavorable,Donald Trump,Other:,Female,South,White,"$35,000 to $39,999","Completed some graduate, but no degree",68,VA,1,0,0
1,0,Not sure,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Full-time employed,Male,South,Some other race,"$30,000 to $34,999",Completed some high school,29,MS,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,White,"$25,000 to $29,999",Associate Degree,65,TX,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,Don't know,Yes,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Permanently disabled,Female,Midwest,White,"$95,000 to $99,999","Completed some college, but no degree",55,IA,1,0,0
0,0,Strongly disapprove,"No, I am not eligible to vote",I would not vote,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Homemaker,Female,Northeast,White,"$45,000 to $49,999",High school graduate,60,NY,0,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very favorable,Donald Trump,Full-time employed,Male,South,White,"$95,000 to $99,999",Masters degree,40,FL,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,South,White,"$95,000 to $99,999","Completed some graduate, but no degree",76,VA,0,1,1
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Haven't heard enough,Haven't heard enough,NA,Retired,Female,South,"Black, or African American","$15,000 to $19,999","Completed some college, but no degree",72,MS,NA,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,West,White,"$55,000 to $59,999",High school graduate,75,ID,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,Northeast,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",76,NY,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,West,White,"$25,000 to $29,999","Completed some college, but no degree",78,OR,1,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,Some other race,"$20,000 to $24,999","Completed some college, but no degree",82,VA,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Part-time employed,Male,Northeast,White,"$250,000 and above","Completed some college, but no degree",18,MA,0,1,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,South,White,"$25,000 to $29,999","Completed some college, but no degree",76,FL,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$200,000 to $249,999",Masters degree,43,NY,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Midwest,White,"$150,000 to $174,999",Masters degree,41,OH,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,"Black, or African American","$20,000 to $24,999","College Degree (such as B.A., B.S.)",29,GA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Somewhat favorable,Somewhat favorable,Joe Biden,Student,Male,Midwest,White,NA,High school graduate,22,IL,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,Don't know,Don't know,Somewhat unfavorable,Somewhat favorable,Joe Biden,Unemployed or temporarily on layoff,Female,South,Some other race,"$30,000 to $34,999","Completed some college, but no degree",55,FL,0,1,0
